road_name,latitude,longitude,radius
GREY STREET,-37.812307615,144.989814686,0.05
GREY STREET,-37.812261458,144.98939889,0.05
GREY STREET,-37.812215301,144.988983094,0.05
DONCASTER ROAD,-37.787735803,145.109474323,0.05
DONCASTER ROAD,-37.787806716999995,145.10892680983335,0.05
DONCASTER ROAD,-37.787877631,145.10837929666667,0.05
DONCASTER ROAD,-37.787948545,145.1078317835,0.05
DONCASTER ROAD,-37.788019459,145.10728427033334,0.05
DONCASTER ROAD,-37.788090373,145.1067367571667,0.05
HINKLER STREET,-38.255504878,145.027128982,0.05
HINKLER STREET,-38.25525685,145.02680459325,0.05
HINKLER STREET,-38.255008822,145.0264802045,0.05
HINKLER STREET,-38.254760794,145.02615581575,0.05
DANDENONG ROAD,-37.857824152,144.993703509,0.05
DANDENONG ROAD,-37.857898520333336,144.99425268233333,0.05
DANDENONG ROAD,-37.857972888666666,144.99480185566668,0.05
MT DANDENONG ROAD,-37.811825875,145.337724939,0.05
MT DANDENONG ROAD,-37.81170109599999,145.338039162,0.05
MT DANDENONG ROAD,-37.808328558,145.251388584,0.05
MT DANDENONG ROAD,-37.80845490075,145.2509065545,0.05
MT DANDENONG ROAD,-37.8085812435,145.250424525,0.05
MT DANDENONG ROAD,-37.80870758625,145.2499424955,0.05
MT DANDENONG ROAD,-37.808833929,145.24946046600002,0.05
MT DANDENONG ROAD,-37.808960271749996,145.2489784365,0.05
MT DANDENONG ROAD,-37.809086614499996,145.248496407,0.05
MT DANDENONG ROAD,-37.80921295725,145.2480143775,0.05
LORIMER STREET,-37.824107321,144.942370427,0.05
LORIMER STREET,-37.824370541,144.94271369,0.05
BEACH ROAD,-37.971320641,145.012668498,0.05
BEACH ROAD,-37.971597595666665,145.01289542333333,0.05
BEACH ROAD,-37.97187455033333,145.01312234866668,0.05
SPRINGVALE ROAD,-37.900635061,145.162031479,0.05
SPRINGVALE ROAD,-37.900867558,145.1619804875,0.05
MANNINGHAM ROAD,-37.77818382299989,145.121195087,0.05
MANNINGHAM ROAD,-37.778466290999916,145.1216012054,0.05
MANNINGHAM ROAD,-37.77874875899994,145.1220073238,0.05
MANNINGHAM ROAD,-37.779031226999955,145.12241344219998,0.05
MANNINGHAM ROAD,-37.77931369499998,145.1228195606,0.05
EDGARS ROAD,-37.686600049,145.00243608,0.05
DONALD CAMERON DRIVE,-37.625429362,144.933051631,0.05
DONALD CAMERON DRIVE,-37.625065401,144.93302244425,0.05
DONALD CAMERON DRIVE,-37.624701439999996,144.93299325750002,0.05
DONALD CAMERON DRIVE,-37.624337479,144.93296407075,0.05
NEPEAN HIGHWAY,-38.14706751,145.118065051,0.05
NEPEAN HIGHWAY,-38.14682319766666,145.118371255,0.05
NEPEAN HIGHWAY,-38.146578885333334,145.118677459,0.05
CLARENDON STREET,-37.813835582,144.982970308,0.05
CLARENDON STREET,-37.813463335,144.98303376066667,0.05
CLARENDON STREET,-37.813091088,144.98309721333334,0.05
PLENTY ROAD,-37.65775339,145.07700171,0.05
PLENTY ROAD,-37.65753017033334,145.07742331266667,0.05
PLENTY ROAD,-37.657306950666666,145.07784491533332,0.05
BLACKBURN ROAD,-37.875564925,145.147752896,0.05
BLACKBURN ROAD,-37.875815243999995,145.1477059815,0.05
PRINCES HIGHWAY,-38.003726305,145.25264183,0.05
HOGANS ROAD,-37.864155448,144.696964835,0.05
HOGANS ROAD,-37.864210639666666,144.69746838166665,0.05
HOGANS ROAD,-37.864265831333334,144.69797192833335,0.05
QUEENSBERRY STREET,-37.805130921,144.968300397,0.05
QUEENSBERRY STREET,-37.805096845499946,144.9679985825,0.05
SOUTHBANK BOULEVARD,-37.821122579,144.962274046,0.05
SOUTHBANK BOULEVARD,-37.821396308,144.96263543700002,0.05
ORIEL ROAD,-37.753473782,145.039338481,0.05
ORIEL ROAD,-37.75383447525,145.03917549874998,0.05
ORIEL ROAD,-37.754195168500004,145.0390125165,0.05
ORIEL ROAD,-37.75455586175,145.03884953425,0.05
CARDIGAN STREET,-37.805401572,144.964616449,0.05
CARDIGAN STREET,-37.805631528999996,144.9645764705,0.05
BULLA ROAD,-37.740277405,144.907439439,0.05
BULLA ROAD,-37.73989488666667,144.90719886066665,0.05
BULLA ROAD,-37.73951236833333,144.90695828233333,0.05
SWANSEA ROAD,-37.791835969,145.360921744,0.05
SWANSEA ROAD,-37.79224875049999,145.3607741025,0.05
WELLS ROAD,-38.120526288,145.135397473,0.05
BEACONSFIELD-NAR NAR GOON ROAD,-38.061423218,145.370014929,0.05
BEACONSFIELD-NAR NAR GOON ROAD,-38.0612422297,145.3704911964,0.05
BEACONSFIELD-NAR NAR GOON ROAD,-38.061061241400004,145.3709674638,0.05
BEACONSFIELD-NAR NAR GOON ROAD,-38.0608802531,145.3714437312,0.05
BEACONSFIELD-NAR NAR GOON ROAD,-38.0606992648,145.37191999860002,0.05
BEACONSFIELD-NAR NAR GOON ROAD,-38.060518276500005,145.372396266,0.05
BEACONSFIELD-NAR NAR GOON ROAD,-38.0603372882,145.3728725334,0.05
BEACONSFIELD-NAR NAR GOON ROAD,-38.0601562999,145.37334880080002,0.05
BEACONSFIELD-NAR NAR GOON ROAD,-38.0599753116,145.3738250682,0.05
BEACONSFIELD-NAR NAR GOON ROAD,-38.059794323300004,145.37430133560002,0.05
SOUTH CENTRE ROAD,-37.693499111,144.856224909,0.05
SOUTH CENTRE ROAD,-37.6937736835,144.856213949,0.05
GEELONG ROAD,-37.797416716,144.89520449,0.05
UNNAMED,-37.918095402,145.239068079,0.05
UNNAMED,-37.9184123015,145.238957906,0.05
BURWOOD HIGHWAY,-37.893517053,145.310755197,0.05
BURWOOD HIGHWAY,-37.89350770833333,145.31026827966667,0.05
BURWOOD HIGHWAY,-37.893498363666666,145.30978136233333,0.05
MT DANDENONG ROAD,-37.801752138,145.308023353,0.05
MT DANDENONG ROAD,-37.801693332,145.3075370195,0.05
QUEEN STREET,-37.806128012,144.958260276,0.05
QUEEN STREET,-37.80651317325,144.958192266,0.05
QUEEN STREET,-37.806898334500005,144.95812425600002,0.05
QUEEN STREET,-37.80728349575,144.958056246,0.05
WHITEMAN STREET,-37.824121702,144.958599182,0.05
FURLONG ROAD,-37.757862015,144.791337031,0.05
FURLONG ROAD,-37.757929143,144.791883108,0.05
FURLONG ROAD,-37.757996270999996,144.792429185,0.05
FURLONG ROAD,-37.758063399,144.792975262,0.05
GEELONG ROAD,-37.822167613,144.829827234,0.05
CANTERBURY ROAD,-37.851868889,144.96777388,0.05
CANTERBURY ROAD,-37.8515685495,144.96739185475002,0.05
CANTERBURY ROAD,-37.85126821,144.9670098295,0.05
CANTERBURY ROAD,-37.8509678705,144.96662780424998,0.05
MOOROODUC HIGHWAY,-38.205171627,145.117729718,0.05
MOOROODUC HIGHWAY,-38.20494497511111,145.11821148144443,0.05
MOOROODUC HIGHWAY,-38.204718323222224,145.11869324488887,0.05
MOOROODUC HIGHWAY,-38.20449167133333,145.11917500833331,0.05
MOOROODUC HIGHWAY,-38.20426501944444,145.11965677177776,0.05
MOOROODUC HIGHWAY,-38.204038367555555,145.12013853522222,0.05
MOOROODUC HIGHWAY,-38.20381171566667,145.12062029866667,0.05
MOOROODUC HIGHWAY,-38.20358506377777,145.1211020621111,0.05
MOOROODUC HIGHWAY,-38.203358411888885,145.12158382555555,0.05
FINDON ROAD,-37.639561922,145.050961994,0.05
FINDON ROAD,-37.639499238,145.05041678,0.05
FINDON ROAD,-37.639436554,145.049871566,0.05
HULL ROAD,-37.789170438,145.310370436,0.05
HULL ROAD,-37.789399587,145.310204047,0.05
HODDLE STREET,-37.797111334,144.993422022,0.05
HODDLE STREET,-37.797524146,144.99335269300002,0.05
FURLONG ROAD,-37.761385826,144.82077723,0.05
MORRIS ROAD,-37.866122597,144.703593208,0.05
MORRIS ROAD,-37.865704433666636,144.70366522233334,0.05
MORRIS ROAD,-37.86528627033327,144.70373723666665,0.05
PARSONS STREET,-37.789869956,144.931796983,0.05
PARSONS STREET,-37.789819456000004,144.9313514895,0.05
PRINCES HIGHWAY,-38.065715862,145.516391745,0.05
PRINCES HIGHWAY,-38.065731863764704,145.51583602517647,0.05
PRINCES HIGHWAY,-38.06574786552941,145.51528030535295,0.05
PRINCES HIGHWAY,-38.065763867294116,145.5147245855294,0.05
PRINCES HIGHWAY,-38.06577986905882,145.51416886570587,0.05
PRINCES HIGHWAY,-38.06579587082353,145.51361314588235,0.05
PRINCES HIGHWAY,-38.065811872588235,145.51305742605882,0.05
PRINCES HIGHWAY,-38.06582787435294,145.5125017062353,0.05
PRINCES HIGHWAY,-38.06584387611765,145.51194598641177,0.05
PRINCES HIGHWAY,-38.06585987788235,145.51139026658822,0.05
PRINCES HIGHWAY,-38.06587587964706,145.5108345467647,0.05
PRINCES HIGHWAY,-38.065891881411765,145.51027882694117,0.05
PRINCES HIGHWAY,-38.06590788317647,145.50972310711765,0.05
PRINCES HIGHWAY,-38.06592388494118,145.50916738729413,0.05
PRINCES HIGHWAY,-38.065939886705884,145.5086116674706,0.05
PRINCES HIGHWAY,-38.06595588847059,145.50805594764705,0.05
PRINCES HIGHWAY,-38.065971890235296,145.50750022782353,0.05
SWANSEA ROAD,-37.796952756,145.359410489,0.05
SWANSEA ROAD,-37.797358468666665,145.35922903666668,0.05
SWANSEA ROAD,-37.797764181333335,145.35904758433333,0.05
DIAMOND CREEK ROAD,-37.69238743,145.113014753,0.05
DIAMOND CREEK ROAD,-37.69197211175,145.113181368,0.05
DIAMOND CREEK ROAD,-37.6915567935,145.11334798299998,0.05
DIAMOND CREEK ROAD,-37.69114147525,145.113514598,0.05
WARNEET ROAD,-38.195154391,145.346497607,0.05
WARNEET ROAD,-38.19552184175,145.34659870225,0.05
WARNEET ROAD,-38.1958892925,145.3466997975,0.05
WARNEET ROAD,-38.196256743250004,145.34680089275003,0.05
YARRA BOULEVARD,-37.792146833,145.020843989,0.05
FRANKSTON-DANDENONG ROAD,-38.108992149,145.161977142,0.05
VICTORIA PARADE,-37.808727025,144.982586509,0.05
VICTORIA PARADE,-37.80876824599997,144.98299502666666,0.05
VICTORIA PARADE,-37.80880946699994,144.98340354433333,0.05
MOOROODUC HIGHWAY,-38.238020364,145.08658834,0.05
MOOROODUC HIGHWAY,-38.237632516125004,145.08679128825,0.05
MOOROODUC HIGHWAY,-38.23724466825,145.0869942365,0.05
MOOROODUC HIGHWAY,-38.236856820374996,145.08719718475,0.05
MOOROODUC HIGHWAY,-38.2364689725,145.08740013300002,0.05
MOOROODUC HIGHWAY,-38.236081124625,145.08760308125,0.05
MOOROODUC HIGHWAY,-38.23569327675,145.0878060295,0.05
MOOROODUC HIGHWAY,-38.235305428874995,145.08800897775,0.05
PRINCES HIGHWAY,-38.060255655,145.448575775,0.05
PRINCES HIGHWAY,-38.0603643027,145.4490775736,0.05
PRINCES HIGHWAY,-38.0604729504,145.4495793722,0.05
PRINCES HIGHWAY,-38.0605815981,145.4500811708,0.05
PRINCES HIGHWAY,-38.0606902458,145.4505829694,0.05
PRINCES HIGHWAY,-38.0607988935,145.451084768,0.05
PRINCES HIGHWAY,-38.0609075412,145.4515865666,0.05
PRINCES HIGHWAY,-38.0610161889,145.4520883652,0.05
PRINCES HIGHWAY,-38.0611248366,145.4525901638,0.05
PRINCES HIGHWAY,-38.0612334843,145.4530919624,0.05
HEATHS ROAD,-37.881219087,144.649526581,0.05
POINT NEPEAN ROAD,-38.358023635,144.896876869,0.05
POINT NEPEAN ROAD,-38.35812413,144.89636438550002,0.05
FOOTSCRAY ROAD,-37.809539573,144.934075459,0.05
JESSIE STREET,-37.739497587,144.994686722,0.05
JESSIE STREET,-37.739094938166666,144.99475043383333,0.05
JESSIE STREET,-37.738692289333336,144.99481414566668,0.05
JESSIE STREET,-37.7382896405,144.9948778575,0.05
JESSIE STREET,-37.73788699166666,144.99494156933332,0.05
JESSIE STREET,-37.73748434283333,144.99500528116667,0.05
HIGH STREET,-37.714297225,145.007884089,0.05
HIGH STREET,-37.71391312833334,145.00798742466665,0.05
HIGH STREET,-37.71352903166667,145.00809076033335,0.05
EDGARS ROAD,-37.665093347,145.005069545,0.05
EDGARS ROAD,-37.664706751500006,145.0051962705,0.05
PEEL STREET,-37.809053459,144.955465374,0.05
PELHAM STREET,-37.802048204,144.959526293,0.05
PELHAM STREET,-37.8019882085,144.958994975,0.05
WHITEHORSE ROAD,-37.817455074,145.152876234,0.05
WHITEHORSE ROAD,-37.8174805205,145.15319204949998,0.05
CHRISTIES ROAD,-37.763051403,144.73921436,0.05
COURTNEY STREET,-37.802076521,144.954092329,0.05
COURTNEY STREET,-37.801828308333334,144.953781914,0.05
COURTNEY STREET,-37.801580095666665,144.953471499,0.05
HUME HIGHWAY,-37.626389302,144.948750887,0.05
HUME HIGHWAY,-37.626802944,144.9488070548,0.05
HUME HIGHWAY,-37.627216585999996,144.94886322259998,0.05
HUME HIGHWAY,-37.627630228,144.9489193904,0.05
HUME HIGHWAY,-37.62804387,144.94897555819998,0.05
PRINCES HIGHWAY,-38.000949754,145.229465648,0.05
PRINCES HIGHWAY,-38.000905327,145.2289614585,0.05
PRINCES HIGHWAY,-38.0008609,145.228457269,0.05
PRINCES HIGHWAY,-38.000816473,145.2279530795,0.05
MOOROODUC HIGHWAY,-38.173726911,145.139479339,0.05
DANDENONG ROAD,-37.868358848,145.031784988,0.05
RATHDOWNE STREET,-37.800411154,144.969997498,0.05
GRIEVE PARADE,-37.825757056,144.829347926,0.05
WHITEHORSE ROAD,-37.818661114,145.128588738,0.05
TEOFILO DRIVE,-37.926382752,145.268751051,0.05
TEOFILO DRIVE,-37.926129694500005,145.2683249885,0.05
PRINCES HIGHWAY,-38.065679045,145.503402251,0.05
PRINCES HIGHWAY,-38.06566837625,145.503896307,0.05
PRINCES HIGHWAY,-38.0656577075,145.504390363,0.05
PRINCES HIGHWAY,-38.06564703875,145.504884419,0.05
KEILOR PARK DRIVE,-37.73247247,144.850730775,0.05
KEILOR PARK DRIVE,-37.7328546664,144.850582901,0.05
KEILOR PARK DRIVE,-37.7332368628,144.850435027,0.05
KEILOR PARK DRIVE,-37.7336190592,144.85028715299998,0.05
KEILOR PARK DRIVE,-37.7340012556,144.850139279,0.05
HANSON ROAD,-37.585706639,144.934388794,0.05
CANTERBURY ROAD,-37.831603609,145.146223444,0.05
MELTON HIGHWAY,-37.6927769489999,144.749976935,0.05
MELTON HIGHWAY,-37.69271533333325,144.749473949,0.05
MELTON HIGHWAY,-37.6926537176666,144.748970963,0.05
MELTON HIGHWAY,-37.69259210199995,144.74846797700002,0.05
MELTON HIGHWAY,-37.6925304863333,144.747964991,0.05
MELTON HIGHWAY,-37.69246887066665,144.747462005,0.05
VICTORIA PARADE,-37.80985795,144.988979213,0.05
VICTORIA PARADE,-37.809802361500005,144.988451978,0.05
GOURLAY ROAD,-37.717859874,144.73926291,0.05
GOURLAY ROAD,-37.717596411,144.73931346,0.05
MICKLEHAM ROAD,-37.693149041,144.88146517,0.05
SOUTH ROAD,-37.936838029,145.064542145,0.05
SOUTH ROAD,-37.936789698333335,145.064153197,0.05
SOUTH ROAD,-37.93674136766666,145.063764249,0.05
FITZSIMONS LANE,-37.737734305,145.134353894,0.05
FITZSIMONS LANE,-37.7373141688,145.1344121578,0.05
FITZSIMONS LANE,-37.7368940326,145.13447042159999,0.05
FITZSIMONS LANE,-37.7364738964,145.1345286854,0.05
FITZSIMONS LANE,-37.7360537602,145.13458694919998,0.05
LORIMER STREET,-37.823975303,144.942008319,0.05
BORONIA ROAD,-37.842960055,145.205928779,0.05
BORONIA ROAD,-37.843239197,145.20625616133333,0.05
BORONIA ROAD,-37.843518339,145.20658354366668,0.05
COOPER STREET,-37.648135282,144.991505267,0.05
MELBOURNE ROAD,-37.846330217,144.885735303,0.05
MELBOURNE ROAD,-37.845947917000004,144.88548603325,0.05
MELBOURNE ROAD,-37.845565617000005,144.8852367635,0.05
MELBOURNE ROAD,-37.845183317,144.88498749374997,0.05
FERNTREE GULLY ROAD,-37.903079802,145.157175438,0.05
FERNTREE GULLY ROAD,-37.90313971133333,145.15773881566668,0.05
FERNTREE GULLY ROAD,-37.90319962066667,145.15830219333333,0.05
BLACKBURN ROAD,-37.790160408,145.161776247,0.05
BLACKBURN ROAD,-37.789827996999996,145.16183609866667,0.05
BLACKBURN ROAD,-37.789495586,145.16189595033333,0.05
HUME HIGHWAY,-37.638839986,144.950405962,0.05
HUME HIGHWAY,-37.6384600535,144.950357295,0.05
PLENTY ROAD,-37.684138991,145.068708038,0.05
BASS HIGHWAY,-38.433019387,145.496690775,0.05
BASS HIGHWAY,-38.4328961215,145.496935444,0.05
NORTH CIRCULAR ROAD,-37.680975483,144.892751602,0.05
NORTH CIRCULAR ROAD,-37.6814152015,144.89267618550002,0.05
KOROROIT CREEK ROAD,-37.857898586,144.889346347,0.05
THOMPSONS ROAD,-38.084536268,145.295782463,0.05
THOMPSONS ROAD,-38.0846042305,145.296262845,0.05
THOMPSONS ROAD,-38.084672193,145.29674322699998,0.05
THOMPSONS ROAD,-38.0847401555,145.29722360899999,0.05
GREENSBOROUGH ROAD,-37.717665085,145.081491092,0.05
GREENSBOROUGH ROAD,-37.717986237666665,145.08143646233333,0.05
GREENSBOROUGH ROAD,-37.71830739033334,145.08138183266666,0.05
MIDDLEBOROUGH ROAD,-37.798229805,145.142168782,0.05
EAST RING ROAD,-37.915671267,145.134495871,0.05
HUNTINGDALE ROAD,-37.886758182,145.108169536,0.05
FERNTREE GULLY ROAD,-37.900481492,145.136170093,0.05
BASS HIGHWAY,-38.428319639,145.506864489,0.05
BELL STREET,-37.749799365,145.041323027,0.05
BELL STREET,-37.749905169,145.04172169449998,0.05
POWLETT STREET,-37.811880249,144.985965361,0.05
POWLETT STREET,-37.811488196,144.98602988733333,0.05
POWLETT STREET,-37.811096143,144.98609441366668,0.05
STATION ROAD,-37.750351808,144.778070401,0.05
STATION ROAD,-37.750650043,144.77801872100002,0.05
WALLAROO PLACE,-38.299763976,145.173891527,0.05
WALLAROO PLACE,-38.2994294855,145.1738914605,0.05
BLACKBURN ROAD,-37.784482817,145.16285133,0.05
BLACKBURN ROAD,-37.784073772,145.162923094,0.05
BLACKBURN ROAD,-37.783664726999994,145.162994858,0.05
BANKSIA STREET,-37.75877075,145.060717746,0.05
BANKSIA STREET,-37.75882028549999,145.0611478555,0.05
MAHONEYS ROAD,-37.835784543,145.166284141,0.05
CENTRAL PARK AVENUE,-37.769440419,144.877416752,0.05
CENTRAL PARK AVENUE,-37.769185597,144.8774879415,0.05
PLAYNE STREET,-38.144704126,145.121788197,0.05
PRINCES HIGHWAY,-38.058556301,145.400828366,0.05
PRINCES HIGHWAY,-38.058464736000005,145.400343646,0.05
MANCHESTER ROAD,-37.786112284,145.310807423,0.05
MANCHESTER ROAD,-37.78642293,145.310754728,0.05
TREEBY BOULEVARD,-38.003238196,145.101882724,0.05
TREEBY BOULEVARD,-38.0029644755,145.10193604300002,0.05
SNEDDEN DRIVE,-37.874024628,145.164027043,0.05
SNEDDEN DRIVE,-37.874433340500005,145.1640304945,0.05
SNEDDEN DRIVE,-37.874842053,145.16403394600002,0.05
SNEDDEN DRIVE,-37.8752507655,145.1640373975,0.05
SOUTH GIPPSLAND HIGHWAY,-38.213472953,145.45927255,0.05
SOUTH GIPPSLAND HIGHWAY,-38.21336624129411,145.45981054564706,0.05
SOUTH GIPPSLAND HIGHWAY,-38.21325952958822,145.46034854129414,0.05
SOUTH GIPPSLAND HIGHWAY,-38.21315281788234,145.4608865369412,0.05
SOUTH GIPPSLAND HIGHWAY,-38.21304610617645,145.46142453258824,0.05
SOUTH GIPPSLAND HIGHWAY,-38.21293939447056,145.4619625282353,0.05
SOUTH GIPPSLAND HIGHWAY,-38.21283268276467,145.46250052388237,0.05
SOUTH GIPPSLAND HIGHWAY,-38.21272597105879,145.46303851952942,0.05
SOUTH GIPPSLAND HIGHWAY,-38.2126192593529,145.46357651517647,0.05
SOUTH GIPPSLAND HIGHWAY,-38.21251254764701,145.46411451082355,0.05
SOUTH GIPPSLAND HIGHWAY,-38.21240583594112,145.4646525064706,0.05
SOUTH GIPPSLAND HIGHWAY,-38.21229912423524,145.46519050211765,0.05
SOUTH GIPPSLAND HIGHWAY,-38.21219241252935,145.46572849776473,0.05
SOUTH GIPPSLAND HIGHWAY,-38.21208570082346,145.46626649341178,0.05
SOUTH GIPPSLAND HIGHWAY,-38.21197898911757,145.46680448905883,0.05
SOUTH GIPPSLAND HIGHWAY,-38.211872277411686,145.46734248470588,0.05
SOUTH GIPPSLAND HIGHWAY,-38.2117655657058,145.46788048035296,0.05
HALLAM ROAD,-38.035678886,145.267158373,0.05
HALLAM ROAD,-38.0352974415,145.2672355125,0.05
TENNYSON STREET,-37.956637066,145.055923264,0.05
TENNYSON STREET,-37.956982814,145.05621019950001,0.05
TENNYSON STREET,-37.957328562,145.056497135,0.05
TENNYSON STREET,-37.95767431,145.0567840705,0.05
MITCHAM ROAD,-37.794219702,145.177031799,0.05
MITCHAM ROAD,-37.79457671466667,145.17737377699999,0.05
MITCHAM ROAD,-37.79493372733333,145.177715755,0.05
CHILDS ROAD,-37.67037925,145.0712313,0.05
GEELONG ROAD,-37.819197579,144.840403259,0.05
UNNAMED,-37.750948278,144.777967041,0.05
CITY ROAD,-37.825975837,144.960069733,0.05
WHITEHORSE ROAD,-37.816542285,145.192446971,0.05
BOUNDARY ROAD,-37.717665908,144.948175213,0.05
BOUNDARY ROAD,-37.717723721,144.948622529,0.05
OLD PRINCES HIGHWAY,-38.044129215,145.366749802,0.05
OLD PRINCES HIGHWAY,-38.0444603412,145.36700198,0.05
OLD PRINCES HIGHWAY,-38.044791467399996,145.367254158,0.05
OLD PRINCES HIGHWAY,-38.0451225936,145.367506336,0.05
OLD PRINCES HIGHWAY,-38.045453719799994,145.367758514,0.05
LONSDALE STREET,-37.811071816,144.966412454,0.05
DORSET ROAD,-37.811194376,145.288198497,0.05
PRINCES HIGHWAY,-38.030331739,145.336418535,0.05
PRINCES HIGHWAY,-38.03041329714286,145.33691134357144,0.05
PRINCES HIGHWAY,-38.03049485528571,145.33740415214285,0.05
PRINCES HIGHWAY,-38.03057641342857,145.3378969607143,0.05
PRINCES HIGHWAY,-38.03065797157143,145.33838976928573,0.05
PRINCES HIGHWAY,-38.03073952971429,145.33888257785716,0.05
PRINCES HIGHWAY,-38.03082108785714,145.33937538642857,0.05
PRINCES HIGHWAY,-38.061934945,145.455270935,0.05
PRINCES HIGHWAY,-38.06181967075,145.45481376725,0.05
PRINCES HIGHWAY,-38.0617043965,145.4543565995,0.05
PRINCES HIGHWAY,-38.06158912225,145.45389943175,0.05
FERNTREE GULLY ROAD,-37.896511119,145.101987932,0.05
NORTH ROAD,-37.902336308,145.027341961,0.05
NORTH ROAD,-37.902403419500004,145.0278735265,0.05
BRUNSWICK ROAD,-37.77398814,144.937130757,0.05
UNNAMED,-37.820319636,145.308776017,0.05
UNNAMED,-37.820723055555554,145.30872882611112,0.05
UNNAMED,-37.821126475111114,145.30868163522223,0.05
UNNAMED,-37.82152989466667,145.30863444433334,0.05
UNNAMED,-37.82193331422222,145.30858725344444,0.05
UNNAMED,-37.82233673377778,145.30854006255558,0.05
UNNAMED,-37.822740153333335,145.3084928716667,0.05
UNNAMED,-37.82314357288889,145.3084456807778,0.05
UNNAMED,-37.82354699244445,145.3083984898889,0.05
ALEXANDRA PARADE,-37.793719705,144.985173451,0.05
ALEXANDRA PARADE,-37.793774799000005,144.9856760355,0.05
CARDIGAN STREET,-37.802659305,144.965093135,0.05
CHANDLER HIGHWAY,-37.790113841,145.026710205,0.05
PRINCES HIGHWAY,-37.882967667,144.703923712,0.05
PRINCES HIGHWAY,-37.88316858533334,144.703507897,0.05
PRINCES HIGHWAY,-37.88336950366667,144.703092082,0.05
PRINCES HIGHWAY,-37.883570422000005,144.70267626700002,0.05
PRINCES HIGHWAY,-37.88377134033333,144.702260452,0.05
PRINCES HIGHWAY,-37.88397225866667,144.701844637,0.05
LINCOLN SQUARE N,-37.801779925,144.963742335,0.05
LINCOLN SQUARE N,-37.80172909466666,144.96325128333334,0.05
LINCOLN SQUARE N,-37.80167826433333,144.96276023166666,0.05
KILBY ROAD,-37.791678027,145.048229235,0.05
KILBY ROAD,-37.791620029200004,145.0477265666,0.05
KILBY ROAD,-37.791562031400005,145.0472238982,0.05
KILBY ROAD,-37.7915040336,145.0467212298,0.05
KILBY ROAD,-37.7914460358,145.0462185614,0.05
COPPIN STREET,-37.81641345199989,145.004237409,0.05
COPPIN STREET,-37.81674526333326,145.00417896533335,0.05
COPPIN STREET,-37.817077074666635,145.00412052166666,0.05
BURKE ROAD N,-37.781287348,145.063369473,0.05
SURREY ROAD,-37.801611536,145.159597274,0.05
MAROONDAH HIGHWAY,-37.783570077,145.281344327,0.05
MAROONDAH HIGHWAY,-37.783714206333336,145.28081558033332,0.05
MAROONDAH HIGHWAY,-37.783858335666665,145.28028683366668,0.05
YARRA GLEN BYPASS,-37.656284938,145.394654783,0.05
YARRA GLEN BYPASS,-37.65665604475,145.39462746524998,0.05
YARRA GLEN BYPASS,-37.6570271515,145.3946001475,0.05
YARRA GLEN BYPASS,-37.65739825825,145.39457282975002,0.05
LONSDALE STREET,-37.98992174,145.214585431,0.05
PEEL STREET,-37.807721521,144.955687766,0.05
PEEL STREET,-37.8073529284,144.95574774460002,0.05
PEEL STREET,-37.8069843358,144.9558077232,0.05
PEEL STREET,-37.8066157432,144.9558677018,0.05
PEEL STREET,-37.8062471506,144.95592768039998,0.05
PALMERS ROAD,-37.873939154,144.749023011,0.05
MASON STREET,-37.839127689,144.853058018,0.05
MASON STREET,-37.839180546,144.853556343,0.05
SEYMOUR GROVE,-37.836020162,145.060872843,0.05
SEYMOUR GROVE,-37.836015802999995,145.06130317066666,0.05
SEYMOUR GROVE,-37.836011444,145.06173349833333,0.05
MANCHESTER ROAD,-37.783400392,145.311343163,0.05
MANCHESTER ROAD,-37.782970594999995,145.31143030549998,0.05
SHERBOURNE ROAD,-37.715978367,145.136533803,0.05
SHERBOURNE ROAD,-37.71631571933333,145.13676554633332,0.05
SHERBOURNE ROAD,-37.71665307166667,145.13699728966668,0.05
HODDLE STREET,-37.795142274,144.993777871,0.05
HIGH STREET,-37.717798234,145.007449116,0.05
HIGH STREET,-37.717436004666666,145.00748560733334,0.05
HIGH STREET,-37.71707377533333,145.00752209866667,0.05
PRINCES HIGHWAY,-38.055900893,145.386476746,0.05
PRINCES HIGHWAY,-38.055795235,145.385937445,0.05
PRINCES HIGHWAY,-38.055689576999995,145.385398144,0.05
PRINCES HIGHWAY,-38.055583919,145.384858843,0.05
RANELAGH DRIVE,-38.183865214,145.08836987,0.05
RANELAGH DRIVE,-38.1835588635,145.0885475995,0.05
RUSSELL STREET,-37.812478535,144.967951934,0.05
MICKLEHAM ROAD,-37.685789753,144.882774089,0.05
MICKLEHAM ROAD,-37.685457557333336,144.88283962266667,0.05
MICKLEHAM ROAD,-37.685125361666664,144.88290515633335,0.05
HIGH STREET,-37.665372024,145.016629812,0.05
HIGH STREET,-37.6649842935,145.0167928925,0.05
HIGH STREET,-37.664596562999996,145.016955973,0.05
HIGH STREET,-37.664208832499995,145.01711905349998,0.05
HIGH STREET,-37.663821102,145.017282134,0.05
HIGH STREET,-37.6634333715,145.01744521450001,0.05
EAST BOUNDARY ROAD,-37.923358867,145.058644583,0.05
EAST BOUNDARY ROAD,-37.922996651,145.05872386,0.05
GREY STREET,-37.811656881,144.983953979,0.05
GREY STREET,-37.811623512,144.9836535105,0.05
CHELTENHAM ROAD,-37.993959256,145.171145856,0.05
CHELTENHAM ROAD,-37.99400746366666,145.17153804933335,0.05
CHELTENHAM ROAD,-37.994055671333335,145.17193024266666,0.05
